Mod:Item:MetaData, Localized Name
lotr:tile.bananaCake, tile.lotr:bananaCake.name
lotr:tile.lionBed, tile.lotr:lionBed.name
lotr:tile.wood3:0, Maple Wood
lotr:tile.wood3:1, Larch Wood
lotr:tile.wood3:2, Date Palm Wood
lotr:tile.wood3:3, Mangrove Wood
lotr:tile.leaves3:0, Maple Leaves
lotr:tile.leaves3:1, Larch Leaves
lotr:tile.leaves3:2, Date Palm Leaves
lotr:tile.leaves3:3, Mangrove Leaves
lotr:tile.sapling3:0, Maple Sapling
lotr:tile.sapling3:1, Larch Sapling
lotr:tile.sapling3:2, Date Palm Sapling
lotr:tile.sapling3:3, Mangrove Sapling
lotr:tile.stairsMaple, Maple Wood Stairs
lotr:tile.stairsLarch, Larch Wood Stairs
lotr:tile.nearHaradCraftingTable, Haradric Crafting Table
lotr:tile.highElvenCraftingTable, Lindon Crafting Table
lotr:tile.highElvenTorch, High Elven Torch
lotr:tile.highElvenBed, tile.lotr:highElvenBed.name
lotr:tile.pressurePlateRedRock, Pressure Plate
lotr:tile.buttonRedRock, Button
lotr:tile.stairsRedRockBrick, Cargon Brick Stairs
lotr:tile.slabSingle4:0, Haradric Brick Slab
lotr:tile.slabSingle4:1, Arnor Brick Slab
lotr:tile.slabSingle4:2, Mossy Arnor Brick Slab
lotr:tile.slabSingle4:3, Cracked Arnor Brick Slab
lotr:tile.slabSingle4:4, Uruk Brick Slab
lotr:tile.slabSingle4:5, Dol Guldur Brick Slab
lotr:tile.slabSingle4:6, Cracked Dol Guldur Brick Slab
lotr:tile.slabSingle4:7, Haradric Pillar Slab
lotr:tile.stairsNearHaradBrick, Haradric Brick Stairs
lotr:tile.stairsDatePalm, Date Palm Wood Stairs
lotr:tile.date, tile.lotr:date.name
lotr:tile.blueDwarvenCraftingTable, Blue Mountains Crafting Table
lotr:tile.goran:0, Goran
lotr:tile.goran:1, Cargoran
lotr:tile.thatch:0, Thatch Block
lotr:tile.thatch:1, Reed Block
lotr:tile.slabSingleThatch:0, Thatch Slab
lotr:tile.slabSingleThatch:1, Reed Slab
lotr:tile.stairsThatch, Thatch Stairs
lotr:tile.fangornPlant:0, Tears of Yavanna
lotr:tile.fangornPlant:1, Fangorn's Beard
lotr:tile.fangornPlant:2, Huorn Leaf
lotr:tile.fangornPlant:3, Elfsong
lotr:tile.fangornPlant:4, Sunfruit
lotr:tile.fangornPlant:5, Moonflower
lotr:tile.fangornRiverweed, Riverweed
lotr:tile.morgulTorch, Morgul Torch
lotr:tile.rangerCraftingTable, Ranger Crafting Table
lotr:tile.stairsArnorBrick, Arnor Brick Stairs
lotr:tile.stairsArnorBrickMossy, Mossy Arnor Brick Stairs
lotr:tile.stairsArnorBrickCracked, Cracked Arnor Brick Stairs
lotr:tile.stairsUrukBrick, Uruk Brick Stairs
lotr:tile.strawBed, tile.lotr:strawBed.name
lotr:tile.stairsDolGuldurBrick, Dol Guldur Brick Stairs
lotr:tile.stairsDolGuldurBrickCracked, Cracked Dol Guldur Brick Stairs
lotr:tile.dolGuldurCraftingTable, Dol Guldur Crafting Table
lotr:tile.fallenLeaves:0, Fallen Oak Leaves
lotr:tile.fallenLeaves:1, Fallen Spruce Leaves
lotr:tile.fallenLeaves:2, Fallen Birch Leaves
lotr:tile.fallenLeaves:3, Fallen Jungle Leaves
lotr:tile.fallenLeaves:4, Fallen Acacia Leaves
lotr:tile.fallenLeaves:5, Fallen Dark Oak Leaves
lotr:tile.fallenLeavesLOTR:0, Fallen Shire Pine Leaves
lotr:tile.fallenLeavesLOTR:1, Fallen Mallorn Leaves
lotr:tile.fallenLeavesLOTR:2, Fallen Mirk-oak Leaves
lotr:tile.fallenLeavesLOTR:3, Fallen Red-oak Leaves
lotr:tile.fallenLeavesLOTR:4, Fallen Apple Leaves
lotr:tile.fallenLeavesLOTR:5, Fallen Pear Leaves
lotr:tile.fallenLeavesLOTR:6, Fallen Cherry Leaves
lotr:tile.fallenLeavesLOTR:7, Fallen Mango Leaves
lotr:tile.fallenLeavesLOTR:8, Fallen Lebethron Leaves
lotr:tile.fallenLeavesLOTR:9, Fallen Beech Leaves
lotr:tile.fallenLeavesLOTR:10, Fallen Holly Leaves
lotr:tile.fallenLeavesLOTR:11, Fallen Banana Leaves
lotr:tile.fallenLeavesLOTR:12, Fallen Maple Leaves
lotr:tile.fallenLeavesLOTR:13, Fallen Larch Leaves
lotr:tile.fallenLeavesLOTR:14, Fallen Date Palm Leaves
lotr:tile.fallenLeavesLOTR:15, Fallen Mangrove Leaves
lotr:tile.gundabadCraftingTable, Gundabad Crafting Table
lotr:tile.thatchFloor, Thatch Flooring
lotr:tile.dalishPastry, tile.lotr:dalishPastry.name
lotr:tile.aridGrass, Arid Grass
lotr:tile.termiteMound:0, Infested Termite Mound
lotr:tile.termiteMound:1, Termite Mound
lotr:tile.utumnoBrick:0, Fire Utumno Brick
lotr:tile.utumnoBrick:1, Burning Utumno Brick
lotr:tile.utumnoBrick:2, Ice Utumno Brick
lotr:tile.utumnoBrick:3, Glowing Ice Utumno Brick
lotr:tile.utumnoBrick:4, Obsidian Utumno Brick
lotr:tile.utumnoBrick:5, Fiery Obsidian Utumno Brick
lotr:tile.utumnoBrick:6, Ice Utumno Tiling
lotr:tile.utumnoBrick:7, Obsidian Utumno Tiling
lotr:tile.utumnoBrick:8, Fire Utumno Tiling
lotr:tile.utumnoPortal, tile.lotr:utumnoPortal.name
lotr:tile.utumnoPillar:0, Fire Utumno Pillar
lotr:tile.utumnoPillar:1, Ice Utumno Pillar
lotr:tile.utumnoPillar:2, Obsidian Utumno Pillar
lotr:tile.slabSingle5:0, Gondor Pillar Slab
lotr:tile.slabSingle5:1, Mordor Pillar Slab
lotr:tile.slabSingle5:2, Rohan Pillar Slab
lotr:tile.slabSingle5:3, Númenórean Brick Slab
lotr:tile.slabSingle5:4, Númenórean Pillar Slab
lotr:tile.slabSingle5:5, High Elven Brick Slab
lotr:tile.slabSingle5:6, Mossy High Elven Brick Slab
lotr:tile.slabSingle5:7, Cracked High Elven Brick Slab
lotr:tile.stairsMangrove, Mangrove Wood Stairs
lotr:tile.tallGrass:0, Short Grass
lotr:tile.tallGrass:1, Flowery Grass
lotr:tile.tallGrass:2, Wheatgrass
lotr:tile.tallGrass:3, Thistle
lotr:tile.tallGrass:4, Nettles
lotr:tile.tallGrass:5, Jungle Sprout
lotr:tile.haradFlower:0, Red Sand Gem
lotr:tile.haradFlower:1, Yellow Sand Gem
lotr:tile.haradFlower:2, Harad Daisy
lotr:tile.haradFlower:3, Southbells
lotr:tile.flaxPlant, Flax Plant
lotr:tile.flax, tile.lotr:flax.name
lotr:tile.berryBush:8, Blueberry Bush
lotr:tile.berryBush:0, Bare Blueberry Bush
lotr:tile.berryBush:9, Blackberry Bush
lotr:tile.berryBush:1, Bare Blackberry Bush
lotr:tile.berryBush:10, Raspberry Bush
lotr:tile.berryBush:2, Bare Raspberry Bush
lotr:tile.berryBush:11, Cranberry Bush
lotr:tile.berryBush:3, Bare Cranberry Bush
lotr:tile.berryBush:12, Elderberry Bush
lotr:tile.berryBush:4, Bare Elderberry Bush
lotr:tile.berryBush:13, Wildberry Bush
lotr:tile.berryBush:5, Bare Wildberry Bush
lotr:tile.planks2:0, Chestnut Wood Planks
lotr:tile.planks2:1, Baobab Wood Planks
lotr:tile.planks2:2, Cedar Wood Planks
lotr:tile.planks2:3, Fir Wood Planks
lotr:tile.planks2:4, Pine Wood Planks
lotr:tile.planks2:5, Lemon Wood Planks
lotr:tile.planks2:6, Orange Wood Planks
lotr:tile.planks2:7, Lime Wood Planks
lotr:tile.planks2:8, Mahogany Wood Planks
lotr:tile.planks2:9, Willow Wood Planks
lotr:tile.planks2:10, Cypress Wood Planks
lotr:tile.planks2:11, Olive Wood Planks
lotr:tile.planks2:12, Aspen Wood Planks
lotr:tile.planks2:13, Green-oak Wood Planks
lotr:tile.planks2:14, Lairelossë Wood Planks
lotr:tile.planks2:15, Almond Wood Planks
lotr:tile.fence2:0, Chestnut Fence
lotr:tile.fence2:1, Baobab Fence
lotr:tile.fence2:2, Cedar Fence
lotr:tile.fence2:3, Fir Fence
lotr:tile.fence2:4, Pine Fence
lotr:tile.fence2:5, Lemon Fence
lotr:tile.fence2:6, Orange Fence
lotr:tile.fence2:7, Lime Fence
lotr:tile.fence2:8, Mahogany Fence
lotr:tile.fence2:9, Willow Fence
lotr:tile.fence2:10, Cypress Fence
lotr:tile.fence2:11, Olive Fence
lotr:tile.fence2:12, Aspen Fence
lotr:tile.fence2:13, Green-oak Fence
lotr:tile.fence2:14, Lairelossë Fence
lotr:tile.fence2:15, Almond Fence
lotr:tile.woodSlabSingle3:0, Chestnut Wood Slab
lotr:tile.woodSlabSingle3:1, Baobab Wood Slab
lotr:tile.woodSlabSingle3:2, Cedar Wood Slab
lotr:tile.woodSlabSingle3:3, Fir Wood Slab
lotr:tile.woodSlabSingle3:4, Pine Wood Slab
lotr:tile.woodSlabSingle3:5, Lemon Wood Slab
lotr:tile.woodSlabSingle3:6, Orange Wood Slab
lotr:tile.woodSlabSingle3:7, Lime Wood Slab
lotr:tile.wood4:0, Chestnut Wood
lotr:tile.wood4:1, Baobab Wood
lotr:tile.wood4:2, Cedar Wood
lotr:tile.wood4:3, Fir Wood
lotr:tile.leaves4:0, Chestnut Leaves
lotr:tile.leaves4:1, Baobab Leaves
lotr:tile.leaves4:2, Cedar Leaves
lotr:tile.leaves4:3, Fir Leaves
lotr:tile.sapling4:0, Chestnut Sapling
lotr:tile.sapling4:1, Baobab Sapling
lotr:tile.sapling4:2, Cedar Sapling
lotr:tile.sapling4:3, Fir Sapling
lotr:tile.stairsChestnut, Chestnut Wood Stairs
lotr:tile.stairsBaobab, Baobab Wood Stairs
lotr:tile.fallenLeavesLOTR2:0, Fallen Chestnut Leaves
lotr:tile.fallenLeavesLOTR2:1, Fallen Baobab Leaves
lotr:tile.fallenLeavesLOTR2:2, Fallen Cedar Leaves
lotr:tile.fallenLeavesLOTR2:3, Fallen Fir Leaves
lotr:tile.fallenLeavesLOTR2:4, Fallen Pine Leaves
lotr:tile.fallenLeavesLOTR2:5, Fallen Lemon Leaves
lotr:tile.fallenLeavesLOTR2:6, Fallen Orange Leaves
lotr:tile.fallenLeavesLOTR2:7, Fallen Lime Leaves
lotr:tile.fallenLeavesLOTR2:8, Fallen Mahogany Leaves
lotr:tile.fallenLeavesLOTR2:9, Fallen Willow Leaves
lotr:tile.fallenLeavesLOTR2:10, Fallen Cypress Leaves
lotr:tile.fallenLeavesLOTR2:11, Fallen Olive Leaves
lotr:tile.fallenLeavesLOTR2:12, Fallen Aspen Leaves
lotr:tile.fallenLeavesLOTR2:13, Fallen Green-oak Leaves
lotr:tile.fallenLeavesLOTR2:14, Fallen Lairelossë Leaves
lotr:tile.fallenLeavesLOTR2:15, Fallen Almond Leaves
lotr:tile.stairsCedar, Cedar Wood Stairs
lotr:tile.rottenLog:0, Rotten Wood
lotr:tile.oreStorage2:0, Block of Black Uruk Steel
lotr:tile.oreStorage2:1, Block of Elven Steel
lotr:tile.oreStorage2:2, Block of Gilded Iron
lotr:tile.oreStorage2:3, Block of Salt
lotr:tile.mordorGrass, Mordor Scrub
lotr:tile.mordorDirt, Mordor Dirt
lotr:tile.mordorGravel, Mordor Gravel
lotr:tile.Gravel, Gravel
lotr:tile.utumnoReturnPortal, tile.lotr:utumnoReturnPortal.name
lotr:tile.utumnoReturnLight, tile.lotr:utumnoReturnLight.name
lotr:tile.utumnoReturnPortalBase, tile.lotr:utumnoReturnPortalBase.name
lotr:tile.commandTable, Table of Command
lotr:tile.halfTrollCraftingTable, Half-troll Crafting Table
lotr:tile.butterflyJar:0, Butterfly Jar
lotr:tile.berryPie, tile.lotr:berryPie.name
lotr:tile.stairsBlackGondorBrick, Númenórean Brick Stairs
lotr:tile.brick3:0, Carved Luigon Brick
lotr:tile.brick3:1, Carved Cargon Brick
lotr:tile.brick3:2, High Elven Brick
lotr:tile.brick3:3, Mossy High Elven Brick
lotr:tile.brick3:4, Cracked High Elven Brick
lotr:tile.brick3:5, Wood-elven Brick
lotr:tile.brick3:6, Mossy Wood-elven Brick
lotr:tile.brick3:7, Cracked Wood-elven Brick
lotr:tile.brick3:8, Carved Haradric Brick
lotr:tile.brick3:9, Dol Amroth Brick
lotr:tile.brick3:10, Morwaith Brick
lotr:tile.brick3:11, Cracked Haradric Brick
lotr:tile.brick3:12, Glowing Dwarven Brick
lotr:tile.brick3:13, Red Haradric Brick
lotr:tile.brick3:14, Cracked Red Haradric Brick
lotr:tile.brick3:15, Carved Red Haradric Brick
lotr:tile.wallStone3:0, Wood-elven Brick Wall
lotr:tile.wallStone3:1, Mossy Wood-elven Brick Wall
lotr:tile.wallStone3:2, Cracked Wood-elven Brick Wall
lotr:tile.wallStone3:3, Cracked Haradric Brick Wall
lotr:tile.wallStone3:4, Red Haradric Brick Wall
lotr:tile.wallStone3:5, Cracked Red Haradric Brick Wall
lotr:tile.wallStone3:6, Chalk Wall
lotr:tile.wallStone3:7, Chalk Brick Wall
lotr:tile.wallStone3:8, Mud Brick Wall
lotr:tile.wallStone3:9, Dalish Brick Wall
lotr:tile.wallStone3:10, Dorwinion Brick Wall
lotr:tile.wallStone3:11, Mossy Dorwinion Brick Wall
lotr:tile.wallStone3:12, Cracked Dorwinion Brick Wall
lotr:tile.wallStone3:13, Flowery Dorwinion Brick Wall
lotr:tile.wallStone3:14, White Sandstone Wall
lotr:tile.wallStone3:15, Rhûnic Brick Wall
lotr:tile.slabSingle6:0, High Elven Pillar Slab
lotr:tile.slabSingle6:1, Cracked High Elven Pillar Slab
lotr:tile.slabSingle6:2, Wood-elven Brick Slab
lotr:tile.slabSingle6:3, Mossy Wood-elven Brick Slab
lotr:tile.slabSingle6:4, Cracked Wood-elven Brick Slab
lotr:tile.slabSingle6:5, Wood-elven Pillar Slab
lotr:tile.slabSingle6:6, Cracked Wood-elven Pillar Slab
lotr:tile.slabSingle6:7, Dol Amroth Brick Slab
lotr:tile.stairsHighElvenBrick, High Elven Brick Stairs
lotr:tile.stairsHighElvenBrickMossy, Mossy High Elven Brick Stairs
lotr:tile.stairsHighElvenBrickCracked, Cracked High Elven Brick Stairs
lotr:tile.stairsWoodElvenBrick, Wood-elven Brick Stairs
lotr:tile.stairsWoodElvenBrickMossy, Mossy Wood-elven Brick Stairs
lotr:tile.stairsWoodElvenBrickCracked, Cracked Wood-elven Brick Stairs
lotr:tile.elvenForge, Elven Forge
lotr:tile.dolAmrothCraftingTable, Dol Amroth Crafting Table
lotr:tile.stairsDolAmrothBrick, Dol Amroth Brick Stairs
lotr:tile.stairsFir, Fir Wood Stairs
lotr:tile.wood5:0, Pine Wood
lotr:tile.wood5:1, Lemon Wood
lotr:tile.wood5:2, Orange Wood
lotr:tile.wood5:3, Lime Wood
lotr:tile.leaves5:0, Pine Leaves
lotr:tile.leaves5:1, Lemon Leaves
lotr:tile.leaves5:2, Orange Leaves
lotr:tile.leaves5:3, Lime Leaves
lotr:tile.sapling5:0, Pine Sapling
lotr:tile.sapling5:1, Lemon Sapling
lotr:tile.sapling5:2, Orange Sapling
lotr:tile.sapling5:3, Lime Sapling
lotr:tile.stairsPinePine, Pine Wood Stairs
lotr:tile.moredainCraftingTable, Morwaith Crafting Table
lotr:tile.slabSingle7:0, Morwaith Brick Slab
lotr:tile.slabSingle7:1, Cracked Haradric Brick Slab
lotr:tile.slabSingle7:2, Red Haradric Brick Slab
lotr:tile.slabSingle7:3, Cracked Red Haradric Brick Slab
lotr:tile.slabSingle7:4, Red Haradric Pillar Slab
lotr:tile.slabSingle7:5, Red Sandstone Slab
lotr:tile.slabSingle7:6, Cracked Dwarven Brick Slab
lotr:tile.slabSingle7:7, Cracked Dwarven Pillar Slab
lotr:tile.stairsMoredainBrick, Morwaith Brick Stairs
lotr:tile.stairsNearHaradBrickCracked, Cracked Haradric Brick Stairs
lotr:tile.unsmeltery, Unsmeltery
lotr:tile.bronzeBars, Bronze Bars
lotr:tile.goldBars, Gold Bars
lotr:tile.silverBars, Silver Bars
lotr:tile.mithrilBars, Mithril Bars
lotr:tile.urukBars, Uruk Steel Bars
lotr:tile.highElfBars, High Elven Steel Bars
lotr:tile.galadhrimBars, Galadhrim Steel Bars
lotr:tile.woodElfBars, Wood-elven Steel Bars
lotr:tile.dwarfBars, Dwarven Steel Bars
lotr:tile.blueDwarfBars, Blue Dwarven Steel Bars
lotr:tile.highElfWoodBars, High Elven Wood-bars
lotr:tile.galadhrimWoodBars, Galadhrim Wood-bars
lotr:tile.woodElfWoodBars, Wood-elven Wood-bars
lotr:tile.corruptMallorn, Corrupt Mallorn Sapling
lotr:tile.planksRotten:0, Rotten Planks
lotr:tile.stairsRotten, Rotten Wood Stairs
lotr:tile.rottenSlabSingle:0, Rotten Wood Slab
lotr:tile.fenceRotten:0, Rotten Fence
lotr:tile.scorchedStone, Scorched Stone
lotr:tile.scorchedSlabSingle:0, Scorched Stone Slab
lotr:tile.stairsScorchedStone, Scorched Stone Stairs
lotr:tile.scorchedWall, Scorched Stone Wall
lotr:tile.stairsLemon, Lemon Wood Stairs
lotr:tile.lemonCake, tile.lotr:lemonCake.name
lotr:tile.stairsOrange, Orange Wood Stairs
lotr:tile.alloyForge, Alloy Forge
lotr:tile.stairsLime, Lime Wood Stairs
lotr:tile.tauredainCraftingTable, Taurethrim Crafting Table
lotr:tile.brick4:0, Taurethrim Brick
lotr:tile.brick4:1, Mossy Taurethrim Brick
lotr:tile.brick4:2, Cracked Taurethrim Brick
lotr:tile.brick4:3, Golden Taurethrim Brick
lotr:tile.brick4:4, Obsidian Taurethrim Brick
lotr:tile.brick4:5, Cracked Dwarven Brick
lotr:tile.brick4:6, Carved Black Gondor Brick
lotr:tile.brick4:7, Lapis-trimmed Haradric Brick
lotr:tile.brick4:8, Silver-trimmed High Elven Brick
lotr:tile.brick4:9, Silver-trimmed Galadhrim Brick
lotr:tile.brick4:10, Silver-trimmed Wood-elven Brick
lotr:tile.brick4:11, Gold-trimmed High Elven Brick
lotr:tile.brick4:12, Gold-trimmed Galadhrim Brick
lotr:tile.brick4:13, Gold-trimmed Wood-elven Brick
lotr:tile.brick4:14, Obsidian Dwarven Brick
lotr:tile.brick4:15, Chalk Brick
lotr:tile.wallStone4:0, Taurethrim Brick Wall
lotr:tile.wallStone4:1, Mossy Taurethrim Brick Wall
lotr:tile.wallStone4:2, Cracked Taurethrim Brick Wall
lotr:tile.wallStone4:3, Golden Taurethrim Brick Wall
lotr:tile.wallStone4:4, Obsidian Taurethrim Brick Wall
lotr:tile.wallStone4:5, Cracked Dwarven Brick Wall
lotr:tile.wallStone4:6, Obsidian Dwarven Brick Wall
lotr:tile.wallStone4:7, Gondor Cobblebrick Wall
lotr:tile.wallStone4:8, Mossy Gondor Cobblebrick Wall
lotr:tile.wallStone4:9, Cracked Gondor Cobblebrick Wall
lotr:tile.wallStone4:10, Mossy Rhûnic Brick Wall
lotr:tile.wallStone4:11, Cracked Rhûnic Brick Wall
lotr:tile.wallStone4:12, Flowery Rhûnic Brick Wall
lotr:tile.wallStone4:13, Red Rhûnic Brick Wall
lotr:tile.wallStone4:14, Mossy Dalish Brick Wall
lotr:tile.wallStone4:15, Cracked Dalish Brick Wall
lotr:tile.slabSingle8:0, Taurethrim Brick Slab
lotr:tile.slabSingle8:1, Mossy Taurethrim Brick Slab
lotr:tile.slabSingle8:2, Cracked Taurethrim Brick Slab
lotr:tile.slabSingle8:3, Golden Taurethrim Brick Slab
lotr:tile.slabSingle8:4, Obsidian Taurethrim Brick Slab
lotr:tile.slabSingle8:5, Taurethrim Pillar Slab
lotr:tile.slabSingle8:6, Obsidian Dwarven Brick Slab
lotr:tile.slabSingle8:7, Smooth Chalk Slab
lotr:tile.stairsTauredainBrick, Taurethrim Brick Stairs
lotr:tile.stairsTauredainBrickMossy, Mossy Taurethrim Brick Stairs
lotr:tile.stairsTauredainBrickCracked, Cracked Taurethrim Brick Stairs
lotr:tile.stairsTauredainBrickGold, Golden Taurethrim Brick Stairs
lotr:tile.stairsTauredainBrickObsidian, Obsidian Taurethrim Brick Stairs
lotr:tile.obsidianGravel, Obsidian Gravel
lotr:tile.tauredainDartTrap, Taurethrim Dart Trap
lotr:tile.wood6:0, Mahogany Wood
lotr:tile.wood6:1, Willow Wood
lotr:tile.wood6:2, Cypress Wood
lotr:tile.wood6:3, Olive Wood
lotr:tile.leaves6:0, Mahogany Leaves
lotr:tile.leaves6:1, Willow Leaves
lotr:tile.leaves6:2, Cypress Leaves
lotr:tile.leaves6:3, Olive Leaves
lotr:tile.sapling6:0, Mahogany Sapling
lotr:tile.sapling6:1, Willow Sapling
lotr:tile.sapling6:2, Cypress Sapling
lotr:tile.sapling6:3, Olive Sapling
lotr:tile.woodSlabSingle4:0, Mahogany Wood Slab
lotr:tile.woodSlabSingle4:1, Willow Wood Slab
lotr:tile.woodSlabSingle4:2, Cypress Wood Slab
lotr:tile.woodSlabSingle4:3, Olive Wood Slab
lotr:tile.woodSlabSingle4:4, Aspen Wood Slab
lotr:tile.woodSlabSingle4:5, Green-oak Wood Slab
lotr:tile.woodSlabSingle4:6, Lairelossë Wood Slab
lotr:tile.woodSlabSingle4:7, Almond Wood Slab
lotr:tile.stairsMahogany, Mahogany Wood Stairs
lotr:tile.mud:0, Jungle Mud
lotr:tile.mud:1, Barren Jungle Mud
lotr:tile.mudGrass, Jungle Grass
lotr:tile.chestStone, Stone Chest
lotr:tile.spawnerChestStone, tile.lotr:spawnerChestStone.name
lotr:tile.mudFarmland, Jungle Mud Farmland
lotr:tile.stairsNearHaradBrickRed, Red Haradric Brick Stairs
lotr:tile.stairsNearHaradBrickRedCracked, Cracked Red Haradric Brick Stairs
lotr:tile.redSandstone, Red Sandstone
lotr:tile.stairsRedSandstone, Red Sandstone Stairs
lotr:tile.stairsDwarvenBrickCracked, Cracked Dwarven Brick Stairs
lotr:tile.pillar2:0, Cracked Dwarven Pillar
lotr:tile.pillar2:1, Chalk Pillar
lotr:tile.pillar2:2, Stone Pillar
lotr:tile.pillar2:3, Brick Pillar
lotr:tile.pillar2:4, Angmar Pillar
lotr:tile.pillar2:5, Dalish Pillar
lotr:tile.pillar2:6, Dorwinion Pillar
lotr:tile.pillar2:7, Mossy Dorwinion Pillar
lotr:tile.pillar2:8, Rhûnic Pillar
lotr:tile.pillar2:9, Red Rhûnic Pillar
lotr:tile.pillar2:10, Umbar Pillar
lotr:tile.pillar2:11, Golden Taurethrim Pillar
lotr:tile.pillar2:12, Obsidian Taurethrim Pillar
lotr:tile.pillar2:13, Arnor Pillar
lotr:tile.pillar2:14, Cracked Arnor Pillar
lotr:tile.pillar2:15, Uruk Pillar
lotr:tile.hithlainLadder, Elven Rope
lotr:tile.reeds, Reeds
lotr:tile.stairsReed, Reed Stairs
lotr:tile.tauredainDoubleTorch, tile.lotr:tauredainDoubleTorch.name
lotr:tile.woodBeamV1:0, Oak Wood Beam
lotr:tile.woodBeamV1:1, Spruce Wood Beam
lotr:tile.woodBeamV1:2, Birch Wood Beam
lotr:tile.woodBeamV1:3, Jungle Wood Beam
lotr:tile.reedBars, Reed Bars
lotr:tile.woodBeamV2:0, Acacia Wood Beam
lotr:tile.woodBeamV2:1, Dark Oak Wood Beam
lotr:tile.woodBeam1:0, Shire Pine Wood Beam
lotr:tile.woodBeam1:1, Mallorn Wood Beam
lotr:tile.woodBeam1:2, Mirk-oak Wood Beam
lotr:tile.woodBeam1:3, Charred Wood Beam
lotr:tile.tauredainDartTrapGold, Golden Taurethrim Dart Trap
lotr:tile.weaponRack, Weapon Rack
lotr:tile.cornStalk, Corn Stalks
lotr:tile.wasteBlock, Waste Block
lotr:tile.stairsDwarvenBrickObsidian, Obsidian Dwarven Brick Stairs
lotr:tile.dirtPath:0, Dirt Path
lotr:tile.dirtPath:1, Jungle Mud Path
lotr:tile.stairsWillow, Willow Wood Stairs
lotr:tile.willowVines, Willow Vines
lotr:tile.woodBeam2:0, Lebethron Wood Beam
lotr:tile.woodBeam2:1, Beech Wood Beam
lotr:tile.woodBeam2:2, Holly Wood Beam
lotr:tile.woodBeam2:3, Banana Wood Beam
lotr:tile.woodBeamFruit:0, Apple Wood Beam
lotr:tile.woodBeamFruit:1, Pear Wood Beam
lotr:tile.woodBeamFruit:2, Cherry Wood Beam
lotr:tile.woodBeamFruit:3, Mango Wood Beam
lotr:tile.woodBeam3:0, Maple Wood Beam
lotr:tile.woodBeam3:1, Larch Wood Beam
lotr:tile.woodBeam3:2, Date Palm Wood Beam
lotr:tile.woodBeam3:3, Mangrove Wood Beam
lotr:tile.woodBeam4:0, Chestnut Wood Beam
lotr:tile.woodBeam4:1, Baobab Wood Beam
lotr:tile.woodBeam4:2, Cedar Wood Beam
lotr:tile.woodBeam4:3, Fir Wood Beam
lotr:tile.woodBeam5:0, Pine Wood Beam
lotr:tile.woodBeam5:1, Lemon Wood Beam
lotr:tile.woodBeam5:2, Orange Wood Beam
lotr:tile.woodBeam5:3, Lime Wood Beam
lotr:tile.woodBeam6:0, Mahogany Wood Beam
lotr:tile.woodBeam6:1, Willow Wood Beam
lotr:tile.woodBeam6:2, Cypress Wood Beam
lotr:tile.woodBeam6:3, Olive Wood Beam
lotr:tile.woodBeamRotten:0, Rotten Wood Beam
lotr:tile.gateWooden, Wooden Gate
lotr:tile.gateIronBars, Iron Portcullis
lotr:tile.gateBronzeBars, Bronze Portcullis
lotr:tile.gateWoodenCross, Wooden Portcullis
lotr:tile.gateOrc, Orc Gate
lotr:tile.stairsChalkBrick, Chalk Brick Stairs
lotr:tile.slabSingle9:0, Chalk Brick Slab
lotr:tile.slabSingle9:1, Chalk Pillar Slab
lotr:tile.slabSingle9:2, Stone Pillar Slab
lotr:tile.slabSingle9:3, Brick Pillar Slab
lotr:tile.slabSingle9:4, Angmar Pillar Slab
lotr:tile.slabSingle9:5, Mud Brick Slab
lotr:tile.slabSingle9:6, Dalish Brick Slab
lotr:tile.slabSingle9:7, Dorwinion Brick Slab
lotr:tile.gateElven, Galadhrim Gate
lotr:tile.gateDwarven, Dwarven Gate
lotr:tile.gateGondor, Gondorian Gate
lotr:tile.pressurePlateChalk, Pressure Plate
lotr:tile.buttonChalk, Button
lotr:tile.wallStoneV:0, Stone Wall
lotr:tile.wallStoneV:1, Stone Brick Wall
lotr:tile.wallStoneV:2, Mossy Stone Brick Wall
lotr:tile.wallStoneV:3, Cracked Stone Brick Wall
lotr:tile.wallStoneV:4, Sandstone Wall
lotr:tile.wallStoneV:5, Red Sandstone Wall
lotr:tile.wallStoneV:6, Brick Wall
lotr:tile.wallStoneV:7, Mossy Brick Wall
lotr:tile.wallStoneV:8, Cracked Brick Wall
lotr:tile.stairsStoneBrickMossy, Mossy Stone Brick Stairs
lotr:tile.stairsStoneBrickCracked, Cracked Stone Brick Stairs
lotr:tile.slabSingleV:0, Mossy Stone Brick Slab
lotr:tile.slabSingleV:1, Cracked Stone Brick Slab
lotr:tile.slabSingleV:2, Mossy Bricks Slab
lotr:tile.slabSingleV:3, Cracked Bricks Slab
lotr:tile.slabSingleV:4, Mossy Cobblestone Slab
lotr:tile.slabSingleV:5, Stone Slab
lotr:tile.stairsStone, Stone Stairs
lotr:tile.stairsMordorRock, Mordor Rock Stairs
lotr:tile.stairsGondorRock, Gondor Rock Stairs
lotr:tile.stairsRohanRock, Rohan Rock Stairs
lotr:tile.stairsBlueRock, Luigon Stairs
lotr:tile.stairsRedRock, Cargon Stairs
lotr:tile.stairsChalk, Chalk Stairs
lotr:tile.gateHighElven, High Elven Gate
lotr:tile.gateWoodElven, Wood-elven Gate
lotr:tile.gateNearHarad, Haradric Gate
